Name	Description	A1R3	C2R3	F2R3	A2R3	D2R3	E1R3
Q86VX9	comp74520_c0_seq1	197	127	149	77	171	124
Q5SQN1	comp74522_c0_seq2	46	11	31	10	41	28
Q9H0W9	comp74530_c0_seq2	71	29	34	13	34	31
Q00059	comp74537_c0_seq2	352	189	248	155	253	211
Q9BV79	comp74539_c0_seq2	249	134	164	30	88	51
Q9NPH2	comp74541_c0_seq2	708	314	429	346	689	543
Q86Y39	comp74541_c1_seq1	415	260	291	177	309	278
P11142	comp74541_c3_seq24	17936	10337	11495	8562	15304	11773
Q9BV57	comp74542_c0_seq2	274	113	166	67	122	112
Q9Y4C0	comp74550_c0_seq1	858	296	492	132	260	173
Q9Y6X9	comp74551_c0_seq6	940	275	370	134	350	280
Q86XH1	comp74555_c0_seq1	378	88	183	69	148	212
P21675	comp74556_c1_seq3	759	330	490	176	373	277
Q9BXS6	comp74558_c0_seq1	132	37	56	55	99	98
Q8ND07	comp74563_c0_seq3	272	77	131	83	160	184
O00471	comp74569_c0_seq2	623	241	275	116	388	254
P31323	comp74570_c0_seq2	325	68	155	55	251	236
Q5UAW9	comp74571_c0_seq1	110	48	61	28	57	39
Q9H553	comp74576_c0_seq1	99	44	81	29	54	54
O75487	comp74581_c0_seq1	2772	874	1881	276	755	696
O75800	comp74582_c0_seq3	304	90	138	47	124	100
Q9UPM8	comp74591_c0_seq3	346	138	141	48	201	114
Q8TCD6	comp74602_c0_seq1	27	20	19	11	24	26
Q9BW19	comp74605_c0_seq1	273	96	129	77	163	120
Q9Y2I6	comp74607_c0_seq3	377	58	172	50	225	221
O94766	comp74610_c0_seq7	97	31	49	13	48	51
P43304	comp74612_c0_seq1	1160	365	521	178	532	338
Q07617	comp74618_c0_seq5	1404	534	697	230	514	403
P63098	comp74620_c0_seq1	504	206	307	147	348	280
Q02127	comp74623_c0_seq1	397	153	255	116	249	220
Q12791	comp74624_c0_seq1	530	287	350	101	391	196
P41002	comp74636_c0_seq4	119	44	72	34	64	69
Q96AQ1	comp74637_c0_seq1	254	91	150	71	247	184
O95347	comp74640_c0_seq1	263	52	101	70	127	154
Q96HR8	comp74642_c0_seq2	106	49	56	27	64	67
Q8N766	comp74655_c0_seq2	469	192	262	107	273	230
Q8IWE4	comp74656_c0_seq1	178	84	140	52	169	112
Q9BQ70	comp74659_c0_seq2	375	142	191	110	227	205
Q8N475	comp74667_c0_seq1	723	393	448	163	410	282
Q99496	comp74668_c0_seq1	315	75	137	70	222	165
Q99848	comp74670_c0_seq1	227	52	94	38	96	90
P49767	comp74675_c0_seq1	2056	1081	1123	256	822	631
Q12770	comp74678_c0_seq3	692	282	410	130	445	272
Q9Y6M5	comp74685_c0_seq1	2208	996	1161	148	326	257
Q13438	comp74691_c0_seq4	523	125	251	105	315	341
O75845	comp74692_c0_seq2	129	82	75	46	97	92
Q9H4G4	comp74699_c0_seq12	397	144	159	27	138	87
Q8WUH1	comp74700_c0_seq1	66	15	31	15	46	37
O95848	comp74700_c1_seq2	213	62	118	41	139	121
Q6ZMV9	comp74703_c0_seq1	492	164	261	123	293	192
O43663	comp74704_c0_seq1	179	26	87	42	100	138
O60256	comp74706_c0_seq1	388	237	300	130	206	126
Q14549	comp74715_c0_seq2	280	106	214	54	136	120
Q01459	comp74725_c0_seq1	340	186	230	166	284	206
P82979	comp74731_c0_seq1	515	183	266	111	298	254
Q5H8A4	comp74739_c0_seq2	79	27	35	11	33	24
Q9H6E4	comp74740_c0_seq17	77	27	50	10	41	21
P23352	comp74745_c0_seq1	314	129	143	94	190	167
Q3B7T1	comp74750_c0_seq2	219	95	109	28	72	38
Q9Y573	comp74752_c0_seq2	59	28	37	17	44	28
Q9NYQ6	comp74753_c0_seq2	1716	751	1084	345	786	579
Q92989	comp74756_c0_seq4	257	117	165	89	217	188
Q8N465	comp74757_c0_seq3	265	110	142	67	177	110
Q8WXX0	comp74758_c0_seq1	1035	454	736	299	622	500
Q9Y3D8	comp74764_c0_seq1	137	61	73	35	94	76
O43182	comp74769_c0_seq2	390	176	274	94	221	109
Q9NQX0	comp74777_c0_seq2	186	64	102	82	189	204
P15309	comp74778_c0_seq1	436	205	341	159	359	308
Q86VN1	comp74783_c0_seq6	317	104	153	54	240	186
P08842	comp74786_c1_seq3	114	56	86	24	85	73
Q8IYE1	comp74787_c0_seq1	141	52	60	28	54	40
P43005	comp74792_c0_seq3	109	57	80	24	35	21
Q8NCM8	comp74795_c0_seq1	1041	524	596	230	495	327
Q9NYL2	comp74798_c0_seq2	134	75	75	17	53	21
Q5T011	comp74808_c0_seq1	534	199	256	142	255	196
Q9GZZ9	comp74811_c0_seq1	615	175	276	122	335	299
P18847	comp74812_c0_seq1	609	233	156	43	185	186
Q96GK7	comp74813_c0_seq2	438	216	232	148	259	202
Q9BYV8	comp74817_c0_seq2	179	98	117	53	99	100
Q96S19	comp74820_c0_seq1	169	74	102	40	130	88
Q86XI2	comp74823_c0_seq2	73	30	48	23	55	27
Q0JRZ9	comp74826_c0_seq4	645	282	371	117	295	266
O94906	comp74827_c0_seq1	1069	477	619	287	614	415
Q8IWJ2	comp74828_c0_seq1	956	121	287	140	407	351
Q9NUJ1	comp74833_c0_seq10	88	38	60	26	71	63
O75899	comp74838_c0_seq1	296	126	179	45	161	83
O96017	comp74847_c1_seq3	72	25	34	17	49	29
Q14781	comp74848_c0_seq1	258	79	132	81	220	154
Q9UBC2	comp74849_c0_seq1	306	126	187	65	104	92
Q96CM8	comp74859_c0_seq2	275	75	110	44	153	98
Q8NDM7	comp74870_c0_seq2	503	196	279	93	252	263
Q14728	comp74872_c0_seq1	445	228	312	105	270	183
P11047	comp74876_c0_seq1	3720	1267	1906	458	1214	856
Q9BRS2	comp74880_c0_seq1	77	41	51	20	72	50
Q99633	comp74882_c0_seq1	541	150	235	86	311	306
P61296	comp74883_c0_seq1	111	29	71	10	11	14
Q14008	comp74885_c0_seq1	2021	727	1034	333	725	479
Q8N2K0	comp74886_c0_seq1	249	145	179	53	147	121
Q06203	comp74892_c0_seq1	146	91	112	76	125	124
Q8TBF4	comp74895_c0_seq2	297	117	172	41	151	141
Q03468	comp74896_c0_seq7	1118	345	593	127	257	285
Q9Y3B7	comp74897_c0_seq1	137	47	76	39	95	63
P18754	comp74899_c0_seq1	133	56	109	48	95	108
O15372	comp74900_c0_seq1	466	216	271	128	311	246
P48509	comp74908_c0_seq1	1291	646	970	397	846	699
P28340	comp74909_c0_seq3	382	124	165	114	209	177
Q9NSD9	comp74913_c0_seq1	413	177	232	52	149	114
O60242	comp74917_c0_seq3	1122	629	880	234	585	429
Q13615	comp74921_c0_seq2	1360	554	820	166	484	354
Q9ULA0	comp74922_c0_seq1	356	131	205	66	171	118
Q9ULT8	comp74929_c0_seq1	2758	1356	1494	466	948	693
P31327	comp74929_c1_seq1	1352	713	719	533	900	578
Q8IYP9	comp74930_c0_seq2	61	37	49	22	63	48
Q9Y4F4	comp74932_c0_seq1	200	107	142	40	78	43
Q9P253	comp74934_c0_seq4	353	116	188	74	208	156
Q6N075	comp74934_c1_seq1	123	56	69	39	64	72
Q567U6	comp74936_c0_seq2	319	92	154	64	122	122
P09960	comp74941_c0_seq2	3503	1511	1908	967	1332	1495
Q9UI36	comp74942_c0_seq7	294	116	231	33	128	76
Q9ULK6	comp74943_c0_seq1	261	181	247	42	106	40
P49189	comp74949_c0_seq1	351	123	259	46	61	42
Q15554	comp74950_c0_seq2	152	48	77	20	62	53
Q9Y2B2	comp74951_c0_seq1	277	176	191	138	245	183
Q8IUW3	comp74960_c0_seq11	435	216	261	137	372	259
Q12789	comp74961_c0_seq7	231	94	123	66	107	72
Q13017	comp74964_c0_seq2	1239	623	817	274	600	504
P55201	comp74967_c0_seq2	1005	333	541	208	563	398
Q12769	comp74968_c0_seq1	771	346	432	188	394	289
Q6ZNX1	comp74975_c0_seq1	86	49	49	27	61	44
Q9NQE7	comp74975_c1_seq1	776	335	441	151	368	273
Q8NHY2	comp74976_c0_seq2	750	266	443	155	431	312
Q8NFZ0	comp74979_c0_seq4	286	91	144	68	144	110
Q9NPD8	comp74981_c0_seq2	87	45	69	35	69	63
Q9NWH9	comp74990_c0_seq2	9362	3096	4524	1434	4050	2884
Q3KR37	comp74991_c0_seq2	294	101	157	76	264	159
Q70E73	comp74997_c1_seq10	976	479	572	182	528	423
Q96CV9	comp74998_c0_seq1	1421	494	754	251	752	497
O75600	comp75001_c0_seq1	329	98	164	35	87	71
Q8IXW5	comp75003_c0_seq4	62	27	27	22	48	37
Q12888	comp75004_c0_seq1	493	235	280	100	223	176
P54802	comp75011_c0_seq1	506	173	259	60	175	116
Q9NYT0	comp75015_c0_seq10	257	87	151	21	75	54
Q12912	comp75016_c0_seq2	136	39	71	25	103	79
Q8TBK6	comp75019_c0_seq1	246	102	126	69	176	148
O14733	comp75027_c0_seq1	745	300	419	138	396	258
P23468	comp75029_c0_seq2	1208	701	1069	273	669	405
P43246	comp75031_c0_seq1	261	130	144	91	157	102
Q8TBP0	comp75032_c0_seq2	419	171	242	84	208	179
Q9H0A0	comp75035_c0_seq1	360	110	156	65	168	119
Q9H6R3	comp75036_c1_seq17	1497	574	823	400	894	771
Q9P2G9	comp75041_c0_seq1	371	215	223	113	263	215
Q9P104	comp75042_c0_seq1	198	97	86	53	143	167
Q5T4F4	comp75043_c0_seq1	90	69	77	24	59	35
O95155	comp75057_c1_seq3	1089	368	538	216	634	411
Q9Y2X0	comp75061_c0_seq11	784	276	439	177	483	371
Q9ULC4	comp75063_c0_seq4	2497	400	404	77	137	154
A2RTY3	comp75068_c2_seq5	144	58	84	24	98	73
Q8NCE2	comp75074_c0_seq1	252	149	179	102	263	193
Q53TQ3	comp75091_c0_seq2	782	282	439	181	413	299
Q8N0S6	comp75106_c0_seq1	86	47	55	28	65	53
O15066	comp75107_c1_seq1	380	111	168	77	170	178
Q9H892	comp75111_c0_seq2	520	197	276	103	344	231
Q658Y4	comp75116_c0_seq7	487	160	280	80	262	180
O95613	comp75120_c0_seq2	590	104	222	91	270	211
Q9H173	comp75128_c1_seq1	347	142	207	126	199	204
P11021	comp75130_c0_seq1	6427	1495	2232	1488	3286	3314
Q05655	comp75131_c0_seq1	666	274	312	137	336	217
Q9Y5Z9	comp75133_c0_seq1	73	35	40	21	44	49
Q9H5K3	comp75140_c0_seq4	39	13	27	14	25	22
Q9BR77	comp75147_c0_seq1	126	54	68	56	72	58
Q92624	comp75152_c0_seq3	174	84	117	31	84	41
Q9BT17	comp75156_c0_seq4	155	70	85	27	89	88
Q9H3L0	comp75161_c0_seq1	630	279	430	174	379	365
Q17RW2	comp75162_c0_seq1	21345	7863	10490	7575	11396	9623
Q9P2N6	comp75165_c0_seq1	367	133	189	95	223	147
Q9BYZ6	comp75166_c0_seq1	445	177	177	28	117	63
Q8WVM8	comp75167_c0_seq1	241	109	145	65	103	99
Q5W0B1	comp75168_c0_seq1	154	146	200	42	74	52
Q9HB21	comp75172_c0_seq1	456	223	367	98	253	152
Q99538	comp75183_c0_seq1	7816	3931	4588	2117	4716	3699
Q8IYF3	comp75203_c0_seq26	35	14	24	24	36	50
A6NN90	comp75204_c0_seq1	267	122	166	102	179	190
Q86W92	comp75207_c1_seq18	974	497	603	287	632	461
Q9BSJ2	comp75211_c0_seq1	219	99	117	54	151	93
Q9BTW9	comp75213_c0_seq1	241	108	128	41	86	47
Q7Z5P4	comp75215_c1_seq2	485	256	332	151	360	280
Q96GX5	comp75219_c0_seq3	40	10	19	10	22	19
Q8WUJ1	comp75223_c0_seq1	126	38	75	42	62	69
Q12980	comp75226_c0_seq6	255	96	146	57	123	102
Q15075	comp75232_c0_seq3	548	185	288	112	225	175
Q9BTX1	comp75236_c0_seq1	159	75	82	49	136	89
Q86XA9	comp75238_c0_seq1	656	249	347	140	292	212
P06865	comp75239_c0_seq18	6285	2947	3803	2424	4792	3844
Q9UBH6	comp75240_c0_seq1	415	88	162	55	115	128
Q6XQN6	comp75242_c0_seq4	314	104	143	67	177	154
Q6NZY4	comp75252_c0_seq2	90	43	63	36	108	71
Q5T3F8	comp75257_c0_seq7	775	381	433	275	559	464
Q5XUX0	comp75258_c0_seq6	951	408	617	210	624	431
O00429	comp75266_c0_seq1	780	328	424	206	367	303
P53805	comp75267_c0_seq1	317	188	250	153	363	284
O00499	comp75270_c0_seq1	270	97	152	48	117	120
Q8TEB9	comp75274_c0_seq2	200	89	129	70	181	114
Q96G97	comp75275_c0_seq3	469	204	272	117	269	245
P41247	comp75277_c0_seq1	86	51	60	25	53	31
Q96FI4	comp75280_c0_seq2	319	110	178	65	227	232
O75223	comp75281_c0_seq7	211	59	124	30	119	93
P07947	comp75290_c0_seq1	840	448	704	392	841	672
Q9H9E1	comp75295_c0_seq1	144	52	93	19	50	41
Q8TDR0	comp75299_c0_seq1	394	168	288	105	260	239
Q15257	comp75302_c0_seq3	228	104	146	62	128	129
Q2TBE0	comp75309_c0_seq1	457	180	237	103	247	232
Q9Y6Y8	comp75313_c0_seq2	532	215	285	130	230	152
Q8NFI3	comp75314_c0_seq1	366	182	191	113	245	167
Q9H6X5	comp75316_c0_seq1	78	21	38	16	51	61
Q96IV6	comp75321_c0_seq1	1094	647	833	735	1784	1302
Q13705	comp75325_c0_seq1	62	48	77	16	18	17
Q9NWK9	comp75326_c0_seq1	64	22	34	12	39	32
Q8IYT8	comp75327_c0_seq1	943	340	473	131	388	236
P98160	comp75329_c0_seq2	339	157	217	71	181	110
P50416	comp75334_c0_seq1	726	260	439	252	699	588
Q9NVE4	comp75336_c0_seq2	185	80	123	57	98	79
Q04671	comp75344_c0_seq2	329	216	249	152	365	236
Q8IVP5	comp75345_c0_seq2	844	248	399	312	618	654
Q96M60	comp75350_c0_seq3	100	44	54	22	76	51
P11586	comp75351_c0_seq2	1058	492	619	294	543	397
O75208	comp75353_c0_seq6	773	279	366	179	519	361
Q96FZ2	comp75360_c0_seq8	212	73	100	55	113	63
Q9BT92	comp75361_c0_seq1	294	83	103	58	150	163
Q9BWD1	comp75365_c0_seq1	195	33	75	28	67	61
P30520	comp75374_c0_seq1	411	277	310	137	220	185
Q8IYT4	comp75379_c0_seq1	189	63	100	46	97	82
Q96L92	comp75391_c0_seq1	334	159	235	58	87	39
A5D8V6	comp75392_c0_seq1	175	59	100	39	77	62
Q709F0	comp75396_c0_seq2	290	139	152	75	185	136
Q8IZ52	comp75400_c0_seq1	348	113	221	135	281	219
Q6Y288	comp75403_c0_seq2	210	76	137	66	131	103
Q86VP6	comp75406_c0_seq1	1517	579	807	332	646	491
Q14344	comp75407_c0_seq2	906	449	534	246	669	515
Q5JXM2	comp75412_c0_seq3	16	13	16	18	23	26
A6NNP5	comp75413_c0_seq3	194	77	130	44	138	121
O43396	comp75415_c0_seq1	605	303	348	174	404	352
P62318	comp75424_c0_seq2	823	434	481	200	457	395
P08574	comp75428_c0_seq1	1280	501	716	394	759	722
Q14498	comp75442_c0_seq2	2496	962	1163	342	1365	790
Q6ICG6	comp75444_c0_seq2	187	91	110	45	82	65
Q8N4Q1	comp75446_c0_seq1	80	33	57	26	57	70
Q15572	comp75446_c1_seq2	155	53	90	20	83	53
Q16822	comp75447_c0_seq1	6059	2301	4400	1301	2358	1931
O43242	comp75450_c0_seq1	539	179	266	141	332	370
Q9H694	comp75452_c0_seq1	758	364	518	100	137	63
Q96RP9	comp75455_c0_seq1	765	346	345	186	408	291
Q8WXE9	comp75458_c0_seq1	180	89	150	58	131	114
P46060	comp75461_c0_seq2	380	102	146	81	172	148
Q9BR09	comp75467_c0_seq1	135	51	82	28	74	64
O43315	comp75473_c1_seq1	32	3	37	109	183	167
A8MPX8	comp75478_c0_seq1	28	10	19	8	24	20
Q96RT8	comp75482_c0_seq24	162	64	73	30	83	54
Q8NHU6	comp75483_c0_seq1	1031	422	556	290	631	442
Q71SY5	comp75500_c0_seq2	168	79	93	68	114	66
Q9BSC4	comp75503_c0_seq1	475	117	184	62	141	133
Q96F81	comp75504_c0_seq1	325	122	187	42	130	94
Q9BRG1	comp75505_c0_seq14	365	120	216	101	258	256
Q9UBV7	comp75507_c1_seq1	137	61	68	42	127	96
Q9UHV7	comp75512_c1_seq1	591	299	417	124	394	271
Q6NVY1	comp75513_c0_seq6	203	48	85	22	89	63
Q9HCL2	comp75515_c0_seq2	429	160	178	86	195	155
O75618	comp75519_c0_seq1	474	268	347	141	346	243
P15882	comp75520_c0_seq2	723	239	344	99	345	257
Q96Q11	comp75524_c0_seq3	83	38	30	15	47	49
Q8TDD5	comp75528_c0_seq1	319	129	213	92	174	167
Q6DN90	comp75531_c0_seq3	267	152	204	86	145	109
Q8WUU5	comp75533_c0_seq1	197	82	136	70	119	117
Q9H1A4	comp75538_c0_seq3	359	148	155	82	156	104
P98194	comp75540_c0_seq4	410	277	401	87	122	84
Q8NCR0	comp75541_c0_seq2	115	49	53	20	63	43
Q92830	comp75550_c2_seq1	88	48	50	35	51	42
P46459	comp75555_c0_seq1	1100	366	490	241	480	430
Q8NEZ4	comp75556_c0_seq1	3360	1042	1458	555	1569	1134
Q14690	comp75565_c0_seq1	586	220	314	115	207	151
Q9NQZ5	comp75566_c0_seq2	364	134	202	135	385	298
Q9P0P0	comp75569_c0_seq5	140	60	48	9	51	51
Q9UBX3	comp75572_c0_seq1	250	69	118	37	70	68
Q8N1D5	comp75577_c0_seq1	332	142	224	103	227	220
Q92521	comp75583_c0_seq6	83	58	48	19	68	53
A0AVT1	comp75584_c0_seq7	536	213	249	141	311	232
O00506	comp75586_c0_seq1	504	260	311	160	322	251
P55084	comp75591_c0_seq2	1465	480	740	617	1183	1010
Q86YT6	comp75592_c0_seq2	2141	692	961	321	1059	632
O94888	comp75594_c1_seq5	158	61	95	27	86	81
Q9HAB8	comp75599_c0_seq4	293	135	142	85	170	95
P29074	comp75603_c0_seq1	656	246	360	101	230	222
Q8N8U9	comp75604_c0_seq7	490	451	466	122	265	178
Q6PFW1	comp75607_c1_seq1	683	213	385	173	361	265
Q9Y6Y1	comp75610_c0_seq1	205	101	125	24	80	38
Q9HC07	comp75611_c0_seq2	176	93	114	47	108	119
P33121	comp75612_c0_seq1	1162	365	701	602	1326	941
Q9BY49	comp75616_c0_seq1	1164	617	861	672	1359	1209
Q9Y3I0	comp75617_c0_seq4	1047	397	485	181	407	358
O43592	comp75618_c1_seq6	885	477	566	121	280	215
Q9UBQ0	comp75619_c0_seq1	926	435	535	313	708	597
P32929	comp75621_c0_seq1	522	172	329	119	210	182
P81274	comp75622_c0_seq1	757	333	560	194	487	390
Q2M3R5	comp75626_c0_seq1	600	445	404	69	236	132
Q92546	comp75631_c0_seq1	189	96	151	58	197	171
Q9H6D7	comp75634_c0_seq7	143	44	47	28	67	64
Q96L50	comp75636_c0_seq2	56	14	38	18	47	32
Q9NRZ9	comp75637_c0_seq1	505	152	234	102	198	182
P49760	comp75641_c0_seq19	755	246	341	104	397	294
Q5T447	comp75642_c0_seq1	825	264	369	176	484	380
P28288	comp75651_c0_seq1	612	354	418	254	389	294
Q9NTJ4	comp75654_c0_seq2	562	219	287	116	227	159
Q8NEZ5	comp75656_c0_seq1	192	121	120	58	167	129
P46019	comp75660_c0_seq1	895	522	552	190	339	215
Q1XH10	comp75661_c0_seq2	147	57	84	40	173	122
Q6UXT9	comp75665_c0_seq8	30	14	24	10	33	25
O15442	comp75669_c1_seq1	54	16	38	6	26	19
Q8TCT7	comp75670_c0_seq1	351	206	257	44	112	49
Q14694	comp75672_c0_seq1	874	383	550	221	391	276
Q7L576	comp75674_c0_seq1	1187	473	657	233	562	421
O75179	comp75688_c0_seq1	2699	1178	1455	786	1836	1199
Q86VR2	comp75690_c0_seq1	590	382	455	102	307	178
Q7L273	comp75693_c0_seq1	213	95	103	44	80	60
Q75QN2	comp75696_c0_seq4	378	118	187	69	228	155
Q9Y547	comp75698_c1_seq1	71	43	73	18	74	46
P78346	comp75704_c0_seq1	78	17	27	17	42	44
Q9Y5Y3	comp75709_c0_seq1	52	31	37	15	21	20
O43291	comp75711_c0_seq2	3251	1573	1858	1213	2277	1575
Q8N4W6	comp75712_c0_seq2	429	160	239	171	317	273
Q96C92	comp75717_c0_seq6	169	54	99	35	97	109
Q4KMZ1	comp75723_c0_seq10	190	93	109	48	151	105
Q8IWT0	comp75723_c1_seq1	205	89	114	71	129	109
Q9NZR1	comp75728_c0_seq2	2499	963	1383	843	1977	1519
Q96AV8	comp75734_c0_seq1	142	66	75	52	73	59
Q9H115	comp75735_c0_seq1	874	403	517	259	509	456
Q92896	comp75738_c0_seq1	6306	2760	3934	1577	3032	2624
Q9BRX2	comp75747_c0_seq2	544	235	274	136	316	216
Q96JB1	comp75750_c0_seq1	2392	883	1582	671	1494	1364
Q9Y586	comp75751_c0_seq2	129	50	87	64	112	95
P11279	comp75752_c0_seq1	5535	2873	3939	1515	3420	2939
O96033	comp75758_c3_seq16	407	167	279	87	193	181
Q15813	comp75760_c0_seq1	95	53	65	28	50	50
Q9BZ19	comp75764_c0_seq3	65	16	40	21	49	39
Q9BYT1	comp75768_c0_seq2	81	62	62	22	50	21
P41240	comp75776_c0_seq1	463	201	278	74	213	129
Q9NUB1	comp75777_c0_seq1	901	465	564	403	761	520
Q8IWZ6	comp75783_c0_seq9	188	88	104	34	85	46
O00178	comp75786_c4_seq26	1194	655	789	351	708	632
Q9Y3U8	comp75790_c11_seq1	1489	777	980	613	929	819
O00560	comp75790_c12_seq1	6366	3595	4030	1795	3699	2895
O95394	comp75790_c4_seq1	594	314	327	170	305	253
P60709	comp75790_c5_seq7	62132	34342	41004	25201	45411	33452
P62910	comp75790_c6_seq1	2084	1071	1382	693	1301	1295
O75521	comp75797_c0_seq1	615	210	273	182	377	319
Q14847	comp75801_c0_seq1	895	445	647	228	509	380
Q8N5T2	comp75821_c0_seq2	158	66	74	44	110	78
Q9BRB3	comp75826_c0_seq1	78	64	60	28	74	61
P07992	comp75836_c0_seq3	30	9	16	9	11	20
Q9H4A6	comp75844_c1_seq2	1136	412	644	377	962	768
O00743	comp75846_c0_seq1	466	224	321	133	359	277
Q8IZ73	comp75847_c0_seq5	262	81	124	25	105	66
Q96KA5	comp75850_c0_seq4	193	76	120	81	137	118
Q9H095	comp75855_c0_seq14	150	28	57	35	50	59
Q9UKF7	comp75859_c0_seq3	127	42	71	36	96	86
Q8IXJ6	comp75860_c0_seq1	629	396	432	241	639	447
P39210	comp75864_c0_seq1	53	43	29	13	48	32
O43147	comp75866_c1_seq1	517	267	362	99	194	144
Q9BYD2	comp75867_c0_seq1	124	60	79	48	104	112
Q16526	comp75873_c0_seq1	4280	2483	3369	919	2659	1780
Q9BRU9	comp75876_c0_seq2	158	64	91	61	116	97
Q4G148	comp75877_c0_seq1	82	32	42	20	45	31
P54727	comp75879_c0_seq1	1526	537	786	390	878	795
Q9NSD5	comp75884_c0_seq4	147	54	74	128	350	295
P28799	comp75887_c0_seq6	6643	3129	4029	1802	3730	3230
Q9Y251	comp75889_c0_seq1	196	89	96	74	117	110
Q02790	comp75900_c0_seq1	270	66	128	56	145	177
Q01130	comp75905_c0_seq2	2136	868	1188	571	1385	1255
Q9Y5Q8	comp75907_c0_seq2	79	35	41	21	38	32
Q9H9A6	comp75911_c0_seq1	445	174	242	139	250	271
Q8TD19	comp75915_c0_seq4	282	146	182	51	114	92
Q8IW41	comp75916_c0_seq1	267	76	151	56	136	101
O43324	comp75918_c0_seq4	127	64	83	37	119	111
Q96ST8	comp75926_c0_seq3	76	26	32	17	48	42
Q5JWR5	comp75929_c0_seq1	671	314	368	182	378	262
Q9H3E2	comp75931_c0_seq2	224	77	109	43	91	75
Q96RT7	comp75932_c0_seq1	743	314	427	181	351	245
P50542	comp75934_c0_seq1	633	223	307	116	204	136
A3KMH1	comp75938_c0_seq2	413	153	208	103	254	220
P40227	comp75939_c0_seq2	1004	256	368	181	420	414
Q9NRM2	comp75940_c0_seq10	111	39	49	22	57	51
Q9UQF2	comp75941_c0_seq6	154	94	124	57	206	141
Q8N4P6	comp75943_c1_seq1	161	49	100	46	104	104
Q5T1A1	comp75950_c0_seq4	838	405	585	195	314	248
Q9H867	comp75953_c0_seq8	79	65	89	42	85	49
Q9NV64	comp75956_c0_seq20	255	141	158	99	214	138
Q3KNS1	comp75958_c0_seq3	986	381	596	213	603	422
Q86X10	comp75960_c0_seq2	426	221	261	116	216	161
P31689	comp75980_c0_seq1	537	230	264	160	336	342
Q9UGC7	comp75981_c0_seq1	125	25	50	22	53	61
Q86WR0	comp75993_c0_seq1	128	53	97	42	107	115
Q13439	comp75999_c0_seq3	1420	293	523	211	615	582
Q8WXG6	comp76000_c0_seq12	896	487	576	273	613	448
Q99615	comp76002_c0_seq2	775	301	396	150	351	281
Q06330	comp76004_c0_seq1	364	175	194	97	352	244
Q9HBK9	comp76005_c0_seq2	99	55	66	50	89	99
Q86TU7	comp76008_c0_seq1	314	118	158	68	154	125
Q9NVH2	comp76009_c0_seq5	296	146	185	93	209	136
O95980	comp76012_c0_seq2	26	15	21	31	118	80
Q13507	comp76013_c0_seq2	376	155	217	124	244	147
Q7L0X2	comp76017_c0_seq1	217	61	130	48	126	133
Q08257	comp76019_c0_seq1	280	127	169	64	114	104
Q9Y2T2	comp76022_c0_seq1	494	179	276	109	303	243
Q13002	comp76023_c0_seq3	41	33	28	38	181	139
Q9BT22	comp76025_c0_seq29	88	55	54	22	58	39
Q96TC7	comp76028_c0_seq2	184	48	91	32	115	103
Q9BW27	comp76041_c0_seq2	409	150	218	98	232	177
Q2M2Z5	comp76043_c0_seq1	135	57	53	42	80	60
Q16540	comp76050_c0_seq1	408	183	228	61	162	170
Q8WXX5	comp76051_c0_seq1	113	23	40	22	48	47
Q9UBM7	comp76052_c0_seq1	195	69	140	112	252	233
Q58EX7	comp76056_c0_seq2	3412	2050	2198	1587	3878	2810
Q12983	comp76062_c0_seq1	1088	487	628	292	770	662
P23378	comp76067_c0_seq1	3293	1595	1784	294	687	531
P0C025	comp76070_c0_seq6	177	50	94	46	141	107
Q9NWU1	comp76073_c0_seq9	86	38	56	19	38	14
Q16719	comp76077_c0_seq7	84	30	45	16	41	35
O95429	comp76081_c0_seq1	25	16	13	3	20	16
Q8NEH6	comp76083_c0_seq3	503	104	202	102	262	278
Q04446	comp76089_c0_seq1	961	409	535	781	1687	1297
Q8WVY7	comp76092_c0_seq1	139	39	86	36	110	79
Q96RS0	comp76096_c0_seq1	84	53	53	23	45	35
Q8N7X0	comp76097_c0_seq1	351	84	161	62	143	175
P49754	comp76098_c0_seq4	587	212	307	132	297	275
Q5C9Z4	comp76101_c0_seq4	476	148	203	82	199	168
Q14739	comp76108_c0_seq2	248	134	188	55	115	89
P04818	comp76110_c0_seq4	240	102	136	98	154	126
Q3B726	comp76114_c0_seq2	21	15	15	4	18	17
Q8N9R8	comp76116_c0_seq3	52	21	25	14	29	22
Q93009	comp76118_c1_seq16	1557	677	853	366	772	583
P08559	comp76118_c2_seq1	1583	783	976	593	1145	1008
P54764	comp76122_c0_seq1	168	76	103	29	97	66
Q9BVA0	comp76129_c0_seq1	473	211	266	99	194	167
Q96KG9	comp76131_c0_seq8	960	304	420	199	317	243
Q8NB90	comp76134_c0_seq8	183	83	110	59	132	95
Q9HCD5	comp76135_c0_seq1	1696	647	772	562	1220	904
Q86UP6	comp76140_c0_seq2	29921	16238	17185	27523	39529	33963
Q9UIV1	comp76142_c0_seq1	732	273	394	216	525	445
Q71U36	comp76143_c1_seq1	25940	11125	13561	8606	14998	13480
P14868	comp76147_c1_seq1	1394	500	681	442	939	735
O75052	comp76147_c2_seq1	394	157	235	74	237	191
P01024	comp76147_c3_seq20	25138	14934	17723	3953	8388	10022
O60941	comp76156_c0_seq3	1086	480	624	282	535	447
Q9Y6B7	comp76157_c1_seq4	166	53	101	52	122	94
